sequence_number,cue_number,cue_name,fixture_id,fixture_name,fixture_type,fixture_patch,control_mode,hard_attribute_count,hard_attributes,preset_ref_count,preset_refs,preset_types
2,41,Jdou k nemu do rohu - Pouze astery,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,1,"[""DIM""]",0,[],[]
2,41,Jdou k nemu do rohu - Pouze astery,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,1,"[""DIM""]",0,[],[]
2,42,W.spot pryc,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,1,"[""DIM""]",0,[],[]
2,43,Zhasnuti astery..Odkuleni c.9,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,1,"[""DIM""]",0,[],[]
2,44,Duet - velky nebe -HNED,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,44,Duet - velky nebe -HNED,1002,,,,hard_only,1,"[""DIM""]",0,[],[]
2,44,Duet - velky nebe -HNED,1003,,,,hard_only,1,"[""DIM""]",0,[],[]
2,45,Bere asteru C9.9,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,1,"[""DIM""]",0,[],[]
2,45,Bere asteru C9.9,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,1,"[""DIM""]",0,[],[]
2,45,Bere asteru C9.9,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,1,"[""DIM""]",0,[],[]
2,45,Bere asteru C9.9,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,1,"[""DIM""]",0,[],[]
2,45,Bere asteru C9.9,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,1,"[""DIM""]",0,[],[]
2,46,Velkej ptak,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,46,Velkej ptak,1002,,,,hard_only,1,"[""DIM""]",0,[],[]
2,46,Velkej ptak,1003,,,,hard_only,1,"[""DIM""]",0,[],[]
2,46.5,Wilda spot,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,46.6,Labus u astery,40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.457,hard_only,1,"[""DIM""]",0,[],[]
2,47,Konec kridel litani,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,1,"[""DIM""]",0,[],[]
2,47,Konec kridel litani,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,1,"[""DIM""]",0,[],[]
2,47,Konec kridel litani,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,1,"[""DIM""]",0,[],[]
2,47,Konec kridel litani,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,1,"[""DIM""]",0,[],[]
2,48.5,Wilda Pryc,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,48.5,Wilda Pryc,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,1001,,,,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,1002,,,,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,1003,,,,hard_only,1,"[""DIM""]",0,[],[]
2,49,Astery min,1004,,,,hard_only,1,"[""DIM""]",0,[],[]
2,51,Astery davaji na stativy,101,RSpiide3 1,7 Robin Spiider Mode 3,4.034,hard_only,1,"[""DIM""]",0,[],[]
2,51,Astery davaji na stativy,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,1,"[""DIM""]",0,[],[]
2,51,Astery davaji na stativy,201,SPIDER 33 1,7 Robin Spiider Mode 3,4.403,hard_only,1,"[""DIM""]",0,[],[]
2,51,Astery davaji na stativy,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,102,RSpiide3 2,7 Robin Spiider Mode 3,4.001,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,202,SPIDER 33 2,7 Robin Spiider Mode 3,4.436,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,1002,,,,hard_only,1,"[""DIM""]",0,[],[]
2,52,dialog,1003,,,,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,1,HelDGB8S 1,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.001,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,10,HelDGB8S 10,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.217,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,12,HelDGB8S 12,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.265,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,14,HelDGB8S 14,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.313,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,19,HelDGB8S 19,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.433,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,20,HelDGB8S 20,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.457,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,21,HelDGB8S 21,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.001,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,22,HelDGB8S 22,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.025,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.049,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.073,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.097,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.121,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.145,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.169,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.193,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.217,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,33,HelDGB8S 33,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.289,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,34,HelDGB8S 34,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.313,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,35,HelDGB8S 35,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.337,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,36,HelDGB8S 36,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.361,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,107,RSpiide3 7,7 Robin Spiider Mode 3,4.271,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,108,RSpiide3 8,7 Robin Spiider Mode 3,4.304,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,1001,,,,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,1002,,,,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,1003,,,,hard_only,1,"[""DIM""]",0,[],[]
2,53,Zacatek trio EFF 16,1004,,,,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,1,HelDGB8S 1,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.001,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,2,HelDGB8S 2,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.025,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,3,HelDGB8S 3,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.049,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,4,HelDGB8S 4,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.073,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,6,HelDGB8S 6,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.121,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,7,HelDGB8S 7,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.145,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,9,HelDGB8S 9,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.193,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,10,HelDGB8S 10,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.217,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,11,HelDGB8S 11,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.241,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,12,HelDGB8S 12,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.265,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,14,HelDGB8S 14,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.313,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,17,HelDGB8S 17,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.385,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,18,HelDGB8S 18,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.409,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,19,HelDGB8S 19,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.433,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,20,HelDGB8S 20,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.457,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.241,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.265,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,33,HelDGB8S 33,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.289,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,34,HelDGB8S 34,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.313,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,35,HelDGB8S 35,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.337,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,36,HelDGB8S 36,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.361,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.385,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.409,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,2.433,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,hard_only,1,"[""DIM""]",0,[],[]
2,54,TRIO do prostoru,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,hard_only,1,"[""DIM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,104,RSpiide3 4,7 Robin Spiider Mode 3,4.100,hard_only,1,"[""DIM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,105,RSpiide3 5,7 Robin Spiider Mode 3,4.133,hard_only,1,"[""DIM""]",0,[],[]
2,55,Groteska boj o zradlo - Velikeho racka,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,56,Vrsek J,103,RSpiide3 3,7 Robin Spiider Mode 3,4.067,hard_only,1,"[""DIM""]",0,[],[]
2,56,Vrsek J,106,RSpiide3 6,7 Robin Spiider Mode 3,4.166,hard_only,1,"[""DIM""]",0,[],[]
2,58,Patrik OFF,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,60,Patrik ON,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,61,Patrik OFF,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,63,Adri,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,hard_only,1,"[""DIM""]",0,[],[]
2,65,Ter,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,hard_only,1,"[""DIM""]",0,[],[]
2,66,Pat,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,68,Astery off,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,hard_only,1,"[""DIM""]",0,[],[]
2,68,Astery off,8,HelDGB8S 8,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.169,hard_only,1,"[""DIM""]",0,[],[]
2,68,Astery off,13,HelDGB8S 13,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.289,hard_only,1,"[""DIM""]",0,[],[]
2,68,Astery off,15,HelDGB8S 15,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.337,hard_only,1,"[""DIM""]",0,[],[]
2,68,Astery off,16,HelDGB8S 16,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.361,hard_only,1,"[""DIM""]",0,[],[]
2,69,Astery ON,5,HelDGB8S 5,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,1.097,hard_only,1,"[""DIM""]",0,[],[]
