sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,dimmer_value_count,hard_value_count,hard_value_attributes,hard_value_preview,source_file
2,qju,16,Boj o zradlo - Na Housle 2:12,,7,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 40, 103, 104, 105, 106, 107, 108, 1001, 1, 1002, 1003, 1004]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""40 | Fixture 40"", ""103 | RSpiide3 3 | 7 Robin Spiider Mode 3 | 4.067"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""1001"", ""1 | Fixture 1"", ""1002"", ""1003"", ""1004""]","[""preset:4.11"", ""preset:0.1"", ""preset:0.14""]","[""preset:0.1"", ""preset:0.14"", ""preset:4.11""]",[],[],20,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Tr. 3hodiny"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""7.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,17,Rackove ve stredu unizono 3:36,,8,,,"[101, 102, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.33""]","[""preset:0.33""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""8.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,18,Rackove rostazeny nohy 5:05,,8,,,"[101, 102, 103, 104, 105, 106, 107, 108, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""103 | RSpiide3 3 | 7 Robin Spiider Mode 3 | 4.067"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.17"", ""preset:0.18"", ""preset:0.49""]","[""preset:0.17"", ""preset:0.18"", ""preset:0.49""]",[],[],14,63,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""LAMPCONTROL"", ""PAN"", ""POSITIONMSPEED"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""PAN"", ""raw_value"": ""1.89"", ""fixture_id"": 101}, {""attribute"": ""TILT"", ""raw_value"": ""108.22"", ""fixture_id"": 101}, {""attribute"": ""POSITIONMSPEED"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""LAMPCONTROL"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""COLORMIXER"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""1.75"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""25.35"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""56.41"", ""fixture_id"": 101}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""47.29"", ""fixture_id"": 101}, {""attribute"": ""CTC"", ""raw_value"": ""0.00"", ""fixture_id"": 101}, {""attribute"": ""COLORMIXMODE"", ""raw_value"": ""29.20"", ""fixture_id"": 101}, {""attribute"": ""ZOOM"", ""raw_value"": ""50.00"", ""fixture_id"": 101}, {""attribute"": ""PAN"", ""raw_value"": ""-1.89"", ""fixture_id"": 102}, {""attribute"": ""TILT"", ""raw_value"": ""108.33"", ""fixture_id"": 102}, {""attribute"": ""POSITIONMSPEED"", ""raw_value"": ""0.00"", ""fixture_id"": 102}, {""attribute"": ""LAMPCONTROL"", ""raw_value"": ""0.00"", ""fixture_id"": 102}, {""attribute"": ""COLORMIXER"", ""raw_value"": ""0.00"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""1.75"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""25.35"", ""fixture_id"": 102}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""56.41"", ""fixture_id"": 102}]",exports\Tram_Analyz_main_sequences.xml
2,qju,19,Usinani 6:24,,12,,,"[101, 102, 105, 107, 108, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.8"", ""preset:0.25""]","[""preset:0.25"", ""preset:0.8""]",[],[],4,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""12.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,20,Solo Zacatek Bert,Follow,8,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 40, 101, 102, 105, 106, 108, 201, 202]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""40 | Fixture 40"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:4.10"", ""preset:0.28""]","[""preset:0.28"", ""preset:4.10""]",[],[],16,18,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""PAN"", ""raw_value"": ""-54.00"", ""fixture_id"": 106}, {""attribute"": ""TILT"", ""raw_value"": ""112.70"", ""fixture_id"": 106}, {""attribute"": ""ZOOM"", ""raw_value"": ""38.00"", ""fixture_id"": 106}, {""attribute"": ""PAN"", ""raw_value"": ""2.97"", ""fixture_id"": 201}, {""attribute"": ""TILT"", ""raw_value"": ""104.65"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""1.67"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""29.31"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""58.69"", ""fixture_id"": 201}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""45.01"", ""fixture_id"": 201}, {""attribute"": ""ZOOM"", ""raw_value"": ""18.00"", ""fixture_id"": 201}, {""attribute"": ""PAN"", ""raw_value"": ""-3.51"", ""fixture_id"": 202}, {""attribute"": ""TILT"", ""raw_value"": ""108.10"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""1.67"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""29.31"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""58.69"", ""fixture_id"": 202}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""45.01"", ""fixture_id"": 202}, {""attribute"": ""ZOOM"", ""raw_value"": ""18.00"", ""fixture_id"": 202}, {""attribute"": ""basic_fade"", ""raw_value"": ""8.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,21,cela plocha,,5,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 101, 102, 106, 107, 201, 202]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.37"", ""preset:0.66""]","[""preset:0.37"", ""preset:0.66""]",[],[],14,9,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""PAN"", ""TILT"", ""ZOOM"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Tr.3 4:00:32"", ""fixture_id"": null}, {""attribute"": ""PAN"", ""raw_value"": ""-53.46"", ""fixture_id"": 106}, {""attribute"": ""TILT"", ""raw_value"": ""112.70"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""1.69"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""21.55"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""54.13"", ""fixture_id"": 106}, {""attribute"": ""COLORRGB5"", ""raw_value"": ""49.29"", ""fixture_id"": 106}, {""attribute"": ""ZOOM"", ""raw_value"": ""38.00"", ""fixture_id"": 106}, {""attribute"": ""basic_fade"", ""raw_value"": ""5.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,21.5,Zpatky stred,,8,,,"[101, 102, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.76""]","[""preset:0.76""]",[],[],2,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""Tr. 1:07"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""8.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,22,Vilda,,6,,,[106],"[""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166""]","[""preset:0.12""]","[""preset:0.12""]",[],[],0,1,"[""basic_fade""]","[{""attribute"": ""basic_fade"", ""raw_value"": ""6.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,23,Vilda Dopredu MANUAL CROSS,MANUAL,10,,,"[106, 108]","[""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304""]",[],[],[],[],2,6,"[""PAN"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""PAN"", ""raw_value"": ""-8.10"", ""fixture_id"": 106}, {""attribute"": ""TILT"", ""raw_value"": ""106.95"", ""fixture_id"": 106}, {""attribute"": ""PAN"", ""raw_value"": ""10.80"", ""fixture_id"": 108}, {""attribute"": ""TILT"", ""raw_value"": ""-67.85"", ""fixture_id"": 108}, {""attribute"": ""ZOOM"", ""raw_value"": ""67.50"", ""fixture_id"": 108}, {""attribute"": ""basic_fade"", ""raw_value"": ""10.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,24,Jonatanuv PAD,,1,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 40, 101, 102, 106, 201, 202]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""40 | Fixture 40"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:4.12""]","[""preset:4.12""]",[],[],5,44,"[""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""PAN"", ""TILT"", ""ZOOM"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""1:30"", ""fixture_id"": null}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 21}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""86.10"", ""fixture_id"": 21}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 21}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 22}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""86.10"", ""fixture_id"": 22}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 22}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 23}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""86.10"", ""fixture_id"": 23}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 23}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 24}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""86.10"", ""fixture_id"": 24}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 24}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 25}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""86.10"", ""fixture_id"": 25}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 25}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 26}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""86.10"", ""fixture_id"": 26}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""100.00"", ""fixture_id"": 26}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""78.92"", ""fixture_id"": 27}]",exports\Tram_Analyz_main_sequences.xml
2,qju,25,Vilda odchazi,,15,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 40, 101, 102, 103, 106, 108, 201, 202]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""40 | Fixture 40"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""103 | RSpiide3 3 | 7 Robin Spiider Mode 3 | 4.067"", ""106 | RSpiide3 6 | 7 Robin Spiider Mode 3 | 4.166"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:4.10"", ""preset:0.17"", ""preset:0.5"", ""preset:0.18"", ""preset:0.72""]","[""preset:0.17"", ""preset:0.18"", ""preset:0.5"", ""preset:0.72"", ""preset:4.10""]",[],[],6,66,"[""COLORMIXER"", ""COLORMIXMODE"", ""COLORRGB1"", ""COLORRGB2"", ""COLORRGB3"", ""COLORRGB5"", ""CTC"", ""LAMPCONTROL"", ""PAN"", ""POSITIONMSPEED"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 21}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 21}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 21}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 22}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 22}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 22}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 23}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 23}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 23}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 24}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 24}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 24}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 25}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 25}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 25}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 26}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 26}, {""attribute"": ""COLORRGB3"", ""raw_value"": ""0.00"", ""fixture_id"": 26}, {""attribute"": ""COLORRGB1"", ""raw_value"": ""100.00"", ""fixture_id"": 27}, {""attribute"": ""COLORRGB2"", ""raw_value"": ""53.79"", ""fixture_id"": 27}]",exports\Tram_Analyz_main_sequences.xml
2,qju,26,Jonathan svicka,,1,,,"[21, 2, 3, 4, 5, 6, 7, 8, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 101, 102, 104, 105, 201, 202]","[""21 | Fixture 21"", ""2 | Fixture 2"", ""3 | Fixture 3"", ""4 | Fixture 4"", ""5 | Fixture 5"", ""6 | Fixture 6"", ""7 | Fixture 7"", ""8 | Fixture 8"", ""22 | Fixture 22"", ""23 | Fixture 23"", ""24 | Fixture 24"", ""25 | Fixture 25"", ""26 | Fixture 26"", ""27 | Fixture 27"", ""28 | Fixture 28"", ""29 | Fixture 29"", ""30 | Fixture 30"", ""31 | Fixture 31"", ""32 | Fixture 32"", ""101 | Fixture 101"", ""102 | Fixture 102"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.27""]","[""preset:0.27""]",[],[],16,2,"[""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""3:06.7"", ""fixture_id"": null}, {""attribute"": ""basic_fade"", ""raw_value"": ""1.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,27,Jonatan - ze svicky dopredu,,4,,,"[101, 102, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""201 | Fixture 201"", ""202 | Fixture 202""]","[""preset:0.81""]","[""preset:0.81""]",[],[],2,7,"[""PAN"", ""TILT"", ""ZOOM"", ""basic_fade""]","[{""attribute"": ""PAN"", ""raw_value"": ""4.05"", ""fixture_id"": 201}, {""attribute"": ""TILT"", ""raw_value"": ""109.25"", ""fixture_id"": 201}, {""attribute"": ""ZOOM"", ""raw_value"": ""11.00"", ""fixture_id"": 201}, {""attribute"": ""PAN"", ""raw_value"": ""-4.05"", ""fixture_id"": 202}, {""attribute"": ""TILT"", ""raw_value"": ""106.95"", ""fixture_id"": 202}, {""attribute"": ""ZOOM"", ""raw_value"": ""11.00"", ""fixture_id"": 202}, {""attribute"": ""basic_fade"", ""raw_value"": ""4.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,28,Hnizdo s ptakama- s rackama zvuk,Time,8,,,"[101, 102, 107, 108]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304""]",[],[],[],[],2,11,"[""PAN"", ""TILT"", ""ZOOM"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""4:06 Uplne hned"", ""fixture_id"": null}, {""attribute"": ""PAN"", ""raw_value"": ""-6.48"", ""fixture_id"": 101}, {""attribute"": ""TILT"", ""raw_value"": ""105.80"", ""fixture_id"": 101}, {""attribute"": ""PAN"", ""raw_value"": ""6.75"", ""fixture_id"": 102}, {""attribute"": ""TILT"", ""raw_value"": ""106.26"", ""fixture_id"": 102}, {""attribute"": ""PAN"", ""raw_value"": ""31.05"", ""fixture_id"": 107}, {""attribute"": ""TILT"", ""raw_value"": ""-83.95"", ""fixture_id"": 107}, {""attribute"": ""PAN"", ""raw_value"": ""-60.21"", ""fixture_id"": 108}, {""attribute"": ""TILT"", ""raw_value"": ""-89.70"", ""fixture_id"": 108}, {""attribute"": ""ZOOM"", ""raw_value"": ""37.50"", ""fixture_id"": 108}, {""attribute"": ""basic_fade"", ""raw_value"": ""8.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
2,qju,29,Skupina posmesky,,8,,,"[101, 102, 104, 105, 107, 108, 201, 202]","[""101 | Fixture 101"", ""102 | Fixture 102"", ""104 | RSpiide3 4 | 7 Robin Spiider Mode 3 | 4.100"", ""105 | RSpiide3 5 | 7 Robin Spiider Mode 3 | 4.133"", ""107 | RSpiide3 7 | 7 Robin Spiider Mode 3 | 4.271"", ""108 | RSpiide3 8 | 7 Robin Spiider Mode 3 | 4.304"", ""201 | Fixture 201"", ""202 | Fixture 202""]",[],[],[],[],2,16,"[""PAN"", ""TILT"", ""ZOOM"", ""basic_fade"", ""text""]","[{""attribute"": ""text"", ""raw_value"": ""vyjdou z hnizda"", ""fixture_id"": null}, {""attribute"": ""PAN"", ""raw_value"": ""-1.35"", ""fixture_id"": 101}, {""attribute"": ""TILT"", ""raw_value"": ""103.50"", ""fixture_id"": 101}, {""attribute"": ""ZOOM"", ""raw_value"": ""54.00"", ""fixture_id"": 101}, {""attribute"": ""PAN"", ""raw_value"": ""4.05"", ""fixture_id"": 102}, {""attribute"": ""TILT"", ""raw_value"": ""104.65"", ""fixture_id"": 102}, {""attribute"": ""ZOOM"", ""raw_value"": ""54.00"", ""fixture_id"": 102}, {""attribute"": ""ZOOM"", ""raw_value"": ""41.00"", ""fixture_id"": 104}, {""attribute"": ""ZOOM"", ""raw_value"": ""41.00"", ""fixture_id"": 105}, {""attribute"": ""PAN"", ""raw_value"": ""4.05"", ""fixture_id"": 201}, {""attribute"": ""TILT"", ""raw_value"": ""108.10"", ""fixture_id"": 201}, {""attribute"": ""ZOOM"", ""raw_value"": ""54.00"", ""fixture_id"": 201}, {""attribute"": ""PAN"", ""raw_value"": ""-4.05"", ""fixture_id"": 202}, {""attribute"": ""TILT"", ""raw_value"": ""109.25"", ""fixture_id"": 202}, {""attribute"": ""ZOOM"", ""raw_value"": ""54.00"", ""fixture_id"": 202}, {""attribute"": ""basic_fade"", ""raw_value"": ""8.00"", ""fixture_id"": null}]",exports\Tram_Analyz_main_sequences.xml
